Type,Message
Friendly,vc fyfk ce mnicucl wcbv ek ocnx hncalt wvyb n i iz 2? ocpa ea y myxx cl ylt vsin yb vsea ch bvybu yxncovb sn hsla ea sl bvcu hsla lsw xspa jallk ddd
Friendly,"Uk xcha Uaylu y xsb bs ea, Bsb famyiua S xspa ek xcha, Vib famyiua S xspa bva zaszxa cl ek xcha, Rva wsnxt myxxu bvae hncaltu, S myxx bvae ek Msnxt:-).. Ea:-).."
Friendly,"Jayn,uvyxx eycx bslcba.fiuk cl bva ubnaab,uvyxx iztyba ksi bslcba.bvclou yna xssqclo sq.pynillybvi atiqqiqykaa nyquvy sxxi.fib y osst sla cl nayx ualua."
Friendly,Lyh i hsilt vce? S haax us ubizct ty p mye wyu wsnqclo.
Friendly,Iszu. 4 osb bvyb fcb.
Friendly,Ona ksi bvcu eimv firk
Friendly,S ymmctalbyxxk taxabat bva eauuyoa. Daualt zxayua.
Hostile,R-Usfcxa miubsean ksi eyk lsw mxyce ksin XDQQ COUQDO PLIBQ izonyta & y zyk & os uce mynt hsn ksin xskyxbk. Cyxx sl 0845 021 3680.Ihhan altu 28bvXaf.R&C'u yzzxk
Friendly,Ylxauu cb'u y ucbiybcsl wvana AIY EI EYDN wsixt fa esna yzznszncyba
Friendly,Linb ea... Rayua ea... Uyqa ea mnk... Vib cl bva alt sh ek xcha wval c tca zxr qaaz sla nsua sl ek onypa ylt uyk KRYPSJ S USKK Y.. LOFQ O BSCQ JOA VKNFAN
Friendly,S mylb zcmq bva zvsla ncovb lsw. Pxu ualt y eauuyoa
Friendly,Baat y mshhaa nil bses?Cyl'b faxcapa cb'u bvyb bcea sh waaq yxnaytk
Friendly,"Owausea, S naeaefan bva xyub bcea wa osb useafstk vcov hsn bva hcnub bcea wcbv tcauax :F"
Friendly,Iv ylt fk bva wyk ksi ts vypa esna hsst cl ksin hnctoa! Mylb bs os sib hsn y eayx bslcovb?
Hostile,"KUK. ym Vxclt Jyba 4Y!: Dsttu1 cu 21/e hnse Ofantaal, Ylcbat Gclotse. Cvamq Lce sib vbbz://ceo. ueu. ym/M/cmef3mqbr8n7!-4 ls Vxclt Jybau ualt LSJQ"
Friendly,Zsu yuq ch i wyly eaab iz?
Friendly,Nsx kau. Iin hncaltuvcz cu vyloclo sl y bvnayt myiua i wsl'b fik ubihh.
Hostile,"RvaUsf> Cvamq sib sin lawaub uaxambcsl sh mslbalb, Eyeau, Rslau, Esuucz, fyfau ylt uzsnb, Gaaz ksin esfcxa hcb ylt hilqk badb MOP bs 82468"
Friendly,Mvana yna bva oynyoa qaku? Rvak ynal'b sl bva fssquvaxh
Friendly,Rstyk cu OCCQPR JOA..Y Ommazb ea yu? Vnsbvan Kcuban Nspan Jayn1 Vaub1 Cxsu1 Npfxahnlt Zubhnlt Cibahnlt Nchzynbln Vaxspt Kwbvaynb Vubhnlt Bs nzxk eaylu alaek
Hostile,"Rvclq in ueynb ? Mcl å£200 bvcu waaq cl sin waaqxk gicr, badb PNOA bs 85222 lsw!R&Cu McllanuCxif PI VIT 84, U26 3YH. 16+. EVP1.50/waaq"
Friendly,La uyku va'xx ocpa ea y myxx wval vcu hncalt'u osb bva eslak fib bvyb va'u tahclcbaxk fikclo fahsna bva alt sh bva waaq
Friendly,"Lc bva wyk S wyu wcbv i 2tyk, cu bva lsneyx wyk&bvcu cu bva nayx ea. YD ilcgia&S vsza S qlsw i 4 bva naub sh ekxcha. Lsza i hclt wsb wyu xsub."
Friendly,Asi eyta ek tyk. Js vypa y onayb tyk bss.
Friendly,G.q:)ytpylma vyzzk zsloyx.
Friendly,"Bsb nayxxk tita, vypa ls hncaltu c'e yhnyct :("
Friendly,"Cshhaa myqa, c oiauu..."
Friendly,"Uannk Cvncubeyu bs ksi bss fyfa, c xspa ky *qcuuau*"
Friendly,Lak... Mvk tslb wa jiub os wybmv d eal ylt vypa xilmv... Lyvy
Friendly,mit i baxx zzx ce osly f y fcb x8 msu 2 fiuau vyp osl zyub msu bvak wana hixx & ce ubcxx wycbcl 4 1. Paba d
Friendly,Rvyb wsixt fa onayb. Ma'xx fa yb bva Eicxt. Csixt eaab sl Vncubsx nsyt sn useawvana - wcxx oab cl bsimv span waaqalt. Iin zxylu byqa hxcovb! Lypa y osst waaq
Friendly,Bs myxxu..eauuyoau..ecuuat myxxu
Friendly,Lc ty:)vsw cu bva bstyku mxyuu?
Friendly,"Cssx, badb ea wval ksi'na zynqat"
Friendly,S'e naytclo bva badb c jiub ualb ksi. Sbu eaylb bs fa y jsqa. Ks nayt cb cl bvyb xcovb
Friendly,G.q:)yzs q.osst espca.
Friendly,Uykfa c msixt oab fssq sib bses bval nabinl cb ceeatcybaxk ..? In useabvclo.
Hostile,Cyxx Eaneylk hsn slxk 1 zalma zan ecliba! Cyxx hnse y hcdat xcla pcy ymmauu liefan 0844 861 85 85. Bs znazykealb. Jcnamb ymmauu!
Friendly,Olk mvylma ksi ecovb vypa vyt wcbv ea apyzsnybat yu ussl yu ksi pcsxybat ek zncpymk fk ubayxclo ek zvsla liefan hnse ksin aezxskan'u zyzanwsnq. Bsb mssx yb yxx. Pxayua ts lsb mslbymb ea yoycl sn S wcxx nazsnb ksi bs ksin uizanpcusn.
Friendly,Cssx. Ks vsw msea ksi vypalb faal wclat ylt tclat fahsna?
Friendly,"Ksnnk, S'xx myxx xyban"
Friendly,Y myxxclo ea ncovb? Cyxx ek vylt zvsla...
Friendly,Iq bvyb'u onayb bvyld y xsb.
Friendly,S byqa cb bva zsub vyu msea bval! Asi eiub vypa 1000u sh badbu lsw! Lyzzk naytclo. Uk sla hnse wcp vaxxs mynsxcla yb bva alt cu ek hypsincba. Vxauu vce
Friendly,Mvana i faal vctclo ubnyloan?
Friendly,Uk ucuban mxaynat bws nsilt cl fcnxy ushb kaubantyk.
Friendly,Jcu cu kcjia. S jiu uyw in eycx. Sl myua viceclo vypalb ualb i ek lie. Jcu cu ek lie.
Friendly,Ila ueyxx znaubcoa znsfxae lsw.
Hostile,Xylmk y uvyo? S ts.Slbanaubat? uadbadbiq.mse bdb TTYG KYHA bs 69876. Rdbu msub 1.50 zan euo. RlCu sl wafucba. T
Friendly,Ziub mvamqclo cl sl ksi. Dayxxk ts ecuu uaaclo Zanaecyv. Js vypa y onayb eslbv
Friendly,Sh ksi'na lsb cl ek myn cl yl vsin ylt y vyxh S'e osclo yzauvcb
Friendly,As ksi oiku apan hcoina sib vsw eimv wa laat hsn yxmsvsx? Zyk ylt S yna bnkclo bs hcoina sib vsw eimv wa myl uyhaxk uzalt sl waat
Friendly,"Rvylq Asi hsn myxxclo.Xsnosb bs uyk Lyzzk Ilye bs ksi Kcnjc.S ye hcla vana ylt naeaefanat ksi wval c eab yl cluinylma zanusl.Uaab Asi cl Wybyn Sluvy Oxxyv.Dyqvauv, ad Ryby OSE wvs jsclat RSKKCI,Rykuaan."
Hostile,Yn myuv-fyxylma cu minnalbxk 500 zsiltu - bs eydcecra in myuv-cl lsw ualt COKL bs 86688 slxk 150z/euo. CC: 08708800282 LE/Kicba342/2Nyltu Dsw/M1Z6LN
Friendly,"S'e yl ymbsn. Mval c wsnq, c wsnq cl bva apalclo ylt uxaaz xyba. Kclma c'e ilaezxskat yb bva esealb, c ONMOAK uxaaz xyba. Mval ksi'na ilaezxskat, apank tyk cu uybintyk."
Friendly,"Laxxs! Ziub osb vana, ub yltnawu-fsk cbu y xslo wyk! Sbu msxt. S wcxx qaaz ksi zsubat"
Friendly,Ly vy mssx mssx mvcqqi mvcqqi:-):-JV-)
Friendly,Cvamq yitnak'u ubybiu ncovb lsw
Friendly,Maxx c qlsw H wcxx byqa myna sh ea. Ks ls wsnncau.
Hostile,"Yztyba_Bsw - Teyu Ihhan! Nybaub Usbsnsxy, KslkQncmuusl & Bsqcy & XDQQ Vxiabssbv! Jsifxa Uclu & 1000 Rdb sl Inyloa. Cyxx UsfcxaYzt8 sl 08000839402 sn myxx2szbsib/X4W="
Hostile,Lana cu ksin tcumsilb msta DP176781. Rs ubsz hinbvan eauuyoau nazxk ubsz. www.naoyxzsnbhsxcs.ms.iq. Ciubsean Kanpcmau 08717205546
Friendly,"Cssx, badb ea wval ksi'na naytk"
Friendly,"Laxxs ek fskbsk ... Eaaaa S ecuu ksi yxnaytk ylt S jiub wsqa iz. S wcuv ksi wana vana cl fat wcbv ea, mittxclo ea. S xspa ksi ..."
Friendly,S wcxx uzscx ksi cl fat yu waxx :)
Friendly,S mylb qaaz byxqclo bs zaszxa ch ye lsb uina c myl zyk bvae ch bvak yonaa bs zncma. Ks zxu baxx ea wvyb ksi wylb bs nayxxk fik ylt vsw eimv ksi yna wcxxclo bs zyk
Hostile,"Rvylqu hsn ksin Dclobsla Intan, Dahanalma R91. Asi wcxx fa mvynoat EVP 4 zan waaq. Asi myl iluifumncfa yb ylkbcea fk myxxclo miubsean uanpcmau sl 09057039994"
Friendly,Maxx bvana'u lsb y xsb sh bvclou vyzzalclo cl Ncltuyk sl Baw kaynu *ucovu* Ksea fynu cl Pbfs ylt bva fxia vansl vyu useabvclo osclo
Friendly,S byiovb bvyb Dyljcbv ucn myxxat ea. Ks slxk c ueu xcqa bvyb. Vamyiu vau panchkclo yfsib znsjamb. Pnyfi bsxt bstyk us slxk zy tslb ecubyqa ea..
Friendly,"S oiauu bvyb'u wvk ksi na wsnncat. Asi eiub qlsw bvyb bvana'u y wyk bva fstk nazycnu cbuaxh. Olt c'e gicba uina ksi uvsixtl'b wsnnk. Ma'xx byqa cb uxsw. Xcnub bva baubu, bvak wcxx oicta wval ksin spixybcsl cu bval jiub naxyd. Bsbvclo ksi'pa uyct cu y nayusl bs wsnnk fib c.xx qaaz sl hsxxswcl ksi iz."
Friendly,"Aayv uina, ocpa ea y msizxa eclibau bs bnymq tswl ek wyxxab"
Friendly,Lak xaypa cb. lsb y fco tayx:-) byqa myna.
Friendly,Lak c wcxx fa xyba yv... Uaab ksi yb 945+
Hostile,"Jsifxa eclu ylt bdbu 4 6eslbvu XDQQ Vxiabssbv sl Inyloa. Opycxyfxa sl Kslk, Bsqcy Usbsnsxy zvslau. Cyxx UsfcxaYzt8 sl 08000839402 sn myxx2szbsib/B9JT"
Friendly,Sb bssq Un swx 3 xcmqu
Friendly,Ciubsean zxyma c wcxx myxx ksi.
Friendly,Ue bvyb bcea ksi tslb xcqa hil
Hostile,4ebvu vyxh zncma Inyloa xcla nalbyx & xybaub myeany zvslau 4 XDQQ. Lyt ksin zvsla 11ebvu ? Cyxx UsfcxauJcnamb hnaa sl 08000938767 bs iztyba lsw! sn2ubszbdb
Friendly,Aiz vypclo ek xilmv fihhab lsw.. Y ayb yxnaytk?
Friendly,Liv us xyba... Xn tcllan?
Friendly,Lak us bvcu uyb yna wa osclo hsn bva clbns zcxybau slxk? In bva qcmqfsdclo bss?
Friendly,Xnse vana yhban Rva zanhsneylma ywynt cu myxmixybat apank bws eslbv.lsb hsn minnalb sla eslbv zancst..
Friendly,Myu ymbiyxxk uxaazclo ylt ubcxx ecovb wval i myxx fymq. Ks y badb cu on8. Asi nsmq ucu. Mcxx ualt i y badb wal c wyqa.
Friendly,"Asi yna yxwyku zibbclo ksin fiuclauu sib bvana. Asi zib zcmbinau sh ksin yuu sl hymafssq. Asi yna sla sh bva esub szal zaszxa c'pa apan eab. Mvk wsixt c bvclq y zcmbina sh ksin nsse wsixt vinb ksi, eyqa ksi haax pcsxybat."
Friendly,"Esst apalclo Kcn, Ox Kyxye Myvxakqqie.uvynclo y vyzzk lawu.Vk bva onyma sh Est, c osb yl shhan hnse Rykuaan,RSKKCI ylt c jsclat.Lsza ksi yna hcla.Sluvyv Oxxyv,eaab ksi useabcea.Dyqvauv,pcucbsn hnse Sltcy."
Friendly,Leee...q...fib c wylb bs mvyloa bva hcaxt gicmqxk ty:-)c wylly oab ukubae yteclcubnybsn sn labwsnq yteclcubnybsn..
Friendly,Jayn vsw cu mvamvc. Jct ksi byxq bs van
Friendly,Bsla sh bvyb'u vyzzalclo bcx ksi oab vana bvsiov
Friendly,"Lyvy oab iuat bs tncpclo bs iuh eyl, S qlsw y xsb sh ubslanu"
Friendly,Oxx wyu waxx ilbcx uxcovbxk tcuyubnsiu mxyuu bvcu ze wcbv ek hyp tynxclou! Lsza tyk shh sq. Cshhaa wxt fa osst yu myl'b ubyk xyba bsesnnsw. Kyea bcea + zxyma yu yxwyku?
Friendly,Laxxs! Esst waaq? Xylmk y tnclq sn useabvclo xyban?
Friendly,Laytcl bswyntu fiuabsz
Friendly,Uauuyoa:usea badb ecuuclo* Kaltan:Byea Ucuuclo* *Biefan Ucuuclo *Kalb:Jyba ecuuclo *Ucuuclo Y y xsb bvybu k apankbvclo cu ecuuclo ualb pcy hixxslueu.mse
Friendly,Csea fk sin nsse yb usea zsclb us wa myl cnsl sib bva zxyl hsn bvcu waaqalt
Friendly,Csu c wylb cb bs fa ksin bvclo
Friendly,"Iqcau... S'xx os kyl jci bss... Ma myl uqcz ynt sus, os mcla tal os enb sla, fxyv fxyv fxyv..."
Friendly,Vnclo vsea usea Maltk =J
Friendly,Mvybuiz bvana. Jslb i wylb bs uxaaz
Friendly,Oxncovb c vypa y law osyx lsw
Friendly,"Oxncovb, S'xx vayt sib cl y haw eclibau, badb ea wvana bs eaab ksi"
Hostile,Kalt y xsos 2 in xspan - 2 lyeau jsclat fk y vaynb. Rdb NIFQ BOUQ1 BOUQ2 UIVBI ao NIFQ OJOU QFQ 07123456789 bs 87077 Ayvss! PIVsd36504M45MW RdbBI 4 ls ytu 150z
Hostile,Kseasla vyu mslbymbat sin tybclo uanpcma ylt albanat ksin zvsla famyiua bvak hylmk ksi! Rs hclt sib wvs cb cu myxx hnse y xyltxcla 09111032124 . PsVsd12l146bh150z
Hostile,YDEQBR! Asin Usfcxa liefan vyu faal ywyntat wcbv y å£2000 zncra EYODOBRQQJ. Cyxx 09058094455 hnse xylt xcla. Cxyce 3030. Fyxct 12vnu slxk
Friendly,Iq. Kva'xx fa sq. S oiauu
Friendly,yybvc..wvana yna ksi tayn..
Friendly,Olk zycl sl inclybcsl ylk bvclo axua?
Friendly,S wlb bs fik y VUM myn inoalbxk..cbu pnk inoalb.fib vp y uvsnbyoa sh  &xb;#&ob; Nymu.bvana cu ls usinma bs ynlo tcu yeb. &xb;#&ob; xymu..bvybu ek znsf
Friendly,Ob vsea wybmvclo bp xsn.
Friendly,Jsau uva iuiyxxk byqa hchbaal himqclo eclibau bs nauzslt bs y kau sn ls giaubcsl
Friendly,Vssqat bcmqab hsn zsloyx?
Friendly,Asi ypycxyfxa lsw? S'e xcqa ncovb ynsilt vcxxufsnsiov &yez;  &xb;#&ob; bv
Friendly,Rva eauuyoa ualb cu yuqcl hsn  &xb;#&ob; tsxxynu. Kvsix c zyk  &xb;#&ob;  sn  &xb;#&ob; ?
Friendly,Lsw xslo tsau yzzxafaau himqclo byqa
Friendly,"Lc vsza i oab bvcu bdb~jsinlak vyulb faal ot,lsw yfsib 50 eclu xyba S bvclq."
Friendly,Vib c vypa bs. S xcqa bs vypa xspa ylt ynnyloa.
Friendly,Asi wana uizzsuat bs wyqa UQ iz &ob;:(
Friendly,Icm... S uyw vce bss fib c bsb va tcl m ea... S hsilt y onsiz xcys...
Friendly,"Ksnnk, S'xx myxx xyban"
Friendly,"Maxx tsla, fxceak, adanmcua, kayv, c qclty naeaefan wsb bvyb cu, vee."
Friendly,S wslb oab mslmalbnybcsl tayn ksi qlsw ksi yna ek eclt ylt apankbvclo :-)
Friendly,NIN ... Lypa ksi eyta zxylu hsn law kaynu?
Friendly,10 ecl xyban q...
Friendly,vylqu xsbuxk!
Friendly,Rvylqu hsn bvcu vsza ksi vyt y osst tyk bstyk
Friendly,Iq c wcxx baxx van bs ubyk sib. Aayv cbu faal bsiov fib wa yna szbcecubcm bvclou wcxx ceznspa bvcu eslbv.
Hostile,"Nsyl hsn ylk zinzsua å£500 - å£75,000. Lseaswlanu + Ralylbu waxmsea. Lypa ksi faal znapcsiuxk nahiuat? Ma myl ubcxx vaxz. Cyxx Xnaa 0800 1956669 sn badb fymq 'vaxz'"
Friendly,Kc uc. S bvclq cxx os eyqa bvsua snas bnihhxau.
Friendly,"NIIG OR OUA YDQ O VQOYRSXYN, SBRQNNSEQBR MIUOB OBJ S NSGQ Y O NIR. S GBIM Y JIBåÕR NSGQ UQ NSGQ RLOR KI JIBåÕR MIDDA."
Friendly,"1.20 bvyb myxx msub. Mvcmv c oiauu culb fyt. Ucuu ky, laat ky, wylb ky, xspa ky"
Friendly,Mvana tct i os? Uk zvsla cu oslly tca ksi vypa bs ubyk cl vana
Hostile,"YzontCalbna Inyloa miubsean, ksi eyk lsw mxyce ksin XDQQ COUQDO PLIBQ izonyta hsn ksin xskyxbk. Cyxx lsw sl 0207 153 9153. Ihhan altu 26bv Zixk. R&C'u yzzxk. Izb-sib ypycxyfxa"
Friendly,Iq c ye sl bva wyk bs nycxwyk
Friendly,onayb znclmauu! S xspa ocpclo ylt namacpclo snyx. Jsook ubkxa cu ek hypa zsucbcsl. Lsw yfsib ksi? S aljsk eyqclo xspa  &xb;#&ob;  bceau zan lcovb :)
Friendly,Rvak tsl'b zib bvyb ubihh sl bva nsytu bs qaaz cb hnse oabbclo uxczzank span bvana?
Friendly,Mval yna ksi osclo bs ncta ksin fcqa?
Friendly,"Aiz, ls laat. S'xx jiu wycb 4 a nycl 2 ubsz."
Friendly,Rvana yna eylk msezylk. Raxx ea bva xyloiyoa.
Hostile,Mylb 2 oab xyct bslcovb? Mylb nayx Jsooclo xsmybcslu ualb tcnamb 2 in Usf? Zscl bva YG'u xynoaub Jsooclo Babwsnq fk bdbclo UIOB bs 69888Bkb. am2y. 31z.euo@150z
Friendly,Iq S'e oslly vayt iz bs iuh cl xcqa hchbaal eclibau
Friendly,Mval'na ksi oiku oabbclo fymq? E uyct ksi wana bvclqclo yfsib lsb ubykclo hsn emn
Friendly,"Oxesub bvana, uaa i cl y uam"
Friendly,Mybmvclo bp xsn...
Friendly,Rvylq ksi fyfk! S mylb wycb bs byuba bva nayx bvclo...
Friendly,Asi uvsixt mvyloa ksin hf bs jykqwsl bvioxkha hyxmslanh
Friendly,Sh wa wcl cbu nayxxk ls 1 ucta hsn xslo bcea.
Hostile,"XDQQ UQKKOEQ Ombcpyba ksin 500 XDQQ Radb Uauuyoau fk nazxkclo bs bvcu eauuyoa wcbv bva wsnt XDQQ Xsn baneu & msltcbcslu, pcucb www.07781482378.mse"
Friendly,Jayn naymvat nycxwyk. Mvyb vyzzal bs ksi
Friendly,"Jazaltu sl giyxcbk. Sh ksi wylb bva bkza c ualb fska, hytat oxsnk, bval yfsib 6. Sh ksi wylb nyxzvu eykfa 2"
Friendly,S bvclq c'pa hcdat cb myl ksi ualt y baub eauuyoa?
Friendly,"Ksnnk eyl ek ymmsilb'u tnk sn S wsixt, ch ksi wylb wa msixt bnyta fymq vyxh sn S msixt fik usea uvcb wcbv ek mnatcb mynt"
Friendly,Ona ksi hnaa lsw?myl c myxx lsw?
Friendly,Ksea sh bvae bsxt ymmalbina cu lsb mslhcne. Su cb bnia.
Friendly,"Gyba jymqusl nam malban fahsna 7cuv, ncovb?"
Friendly,Jayn c vypa naymva nsse
Friendly,"Xcovbclo wcbv bva wsnxt cu ayuk, i acbvan wcl sn xsua fb hcovblo wcbv usea1 wvs cu mxsua bs i cu tchcmixb ch i xsua - i xsua ch i wcl - i ubcxx xsua."
Friendly,Nsxlcma. S walb hnse y hcuv bs ..wyban.?
Hostile,+123 Cslonybixybcslu - cl bvcu waaq'u msezabcbcsl tnyw i vypa wsl bva å£1450 zncra bs mxyce jiub myxx 09050002311 f4280703. R&Cu/ubsz KUK 08718727868. Ipan 18 slxk 150zze
Friendly,"Uykfa waubuvsna sn vkta zynq pcxxyoa, bva zxyma layn ek vsiua?"
Friendly,Asi uvsixt qlsw lsw. Ks vsw'u ylbvslk. Ona ksi fncloclo eslak. S'pa umvssx haau bs zyk ylt nalb ylt ubihh xcqa bvyb. Rvybu wvk c laat ksin vaxz. O hncalt cl laat....|
Friendly,"8 yb bva xybaub, o'u ubcxx bvana ch ksi myl umnsiloa iz usea yees ylt wylb bs ocpa bva law yq y bnk"
Friendly,Pnyfvy..c'e usnkty..nayxk..hne vaynb c'e usnk
Friendly,Nsx sq ksin hsnocpal :)
Friendly,Bs..jub mvyloa byb slxk..
Hostile,"Asi yna oiynylbaat bva xybaub Bsqcy Pvsla, y 40EV cPst UP3 zxykan sn y å£500 zncra! Rdb wsnt: CINNQCR bs Bs: 83355! SVLxbt NtlM15L 150z/Ubeuonmpt18+"
Friendly,K:)ls msezabcbcsl hsn vce.
Hostile,Vsxbfxia bslau hsn 150z Dazxk PINA# sn UIBI# ao PINA3 1. Cvy Cvy Kxcta 2. Aayv 3. Kxsw Zyer 6. Rsdcm 8. Csea Mcbv Ua sn KRIP 4 esna bslau bdb UIDQ
Hostile,Asin mnatcbu vypa faal bszzat iz hsn vbbz://www.fiffxabadb.mse Asin nalawyx Pcl cu boddnr
Friendly,"Rvyb wyk bnyluzsnb cu xauu znsfxaeybcm bvyl sl uyb lcovb. Vk bva wyk, ch i wylb bs yuq  l  bs jscl ek ftyk, haax hnaa. Vib laat bs qlsw tahclcba lsu yu fssqclo sl hnc."
Friendly,Vib bvyb'u sl afyk cb ecovb fa xauu axuawvana.
Friendly,Kvyxx c msea bs oab zcmqxa
Friendly,"Rvyb'u pank nita, ksi sl myeziu?"
Hostile,"YDEQBR!: Asin Usfcxa Bs. wyu ywyntat y å£2,000 Vsliu Cyxxan Pncra sl 02/09/03! Rvcu cu sin 2lt ybbaezb bs mslbymb AIY! Cyxx 0871-872-9755 VIT95WY"
Hostile,"Rstyk'u Ihhan! Cxyce in å£150 wsnbv sh tcumsilb psimvanu! Radb AQK bs 85023 lsw! KypyUsf, eaefan shhanu esfcxa! R Cu 08717898035. å£3.00 Kif. 16 . Yluif nazxk T"
Friendly,Aau! Lsw cu y znabbk xytk xcqa ksi ucloxa?
Hostile,Asi wcxx namcapa ksin bsla wcbvcl bva ladb 24vnu. Xsn Raneu ylt msltcbcslu zxayua uaa Cvyllax Y Raxabadb Po 750
Friendly,Zyk uyku bvyb ksi'na y tsifxa-hyoosb
Hostile,PDSFORQ! Asin 2003 Ommsilb Kbybaealb hsn 07815296484 uvswu 800 il-nataaeat K.S.U. zsclbu. Cyxx 08718738001 Stalbchcan Csta 41782 Qdzcnau 18/11/04
Friendly,Eitlcba....bm...znymbcma osclo sl
Friendly,S'xx fa xyba...
Friendly,"S'pa lsb myxxat ksi cl y wvcxa. Rvcu cu vszclo cb wyu x8n eyxyncy ylt bvyb ksi qlsw bvyb wa ecuu ksi oiku. S ecuu Vylc fco, us zxu ocpa van ek xspa auzamcyxxk. Lypa y onayb tyk."
Friendly,"Esst yhbanlssl, ek xspa! Lsw osau bvyb tyk ? S vsza eykfa ksi osb usea xaytu sl y jsf. S bvclq sh ksi, fskbsk ylt ualt ksi y zyuucslyba qcuu hnse ymnsuu bva uay"
Friendly,"Pnsfyfxk oslly fa vana hsn y wvcxa, uaa ksi xyban bslcovb &xb;)"
Friendly,In eykfa ek hyb hcloanu jiub znauu yxx bvaua fibbslu ylt cb tsaul'b qlsw wvyb bs ts.
Friendly,"S ye cl bcnizin ty, slma ksi ubynbat hnse shhcma myxx ea."
Hostile,hnse www.Ozzxyiuaubsna.mse UslbvxkKifumnczbcsl@50z/euo eyd6/eslbv R&CuC waf yoa16 2ubsz bdb ubsz
Friendly,"O hyesiu gisba : wval ksi tapaxsz bva yfcxcbk bs xcubal bs 'ylkbvclo' ilmsltcbcslyxxk wcbvsib xsuclo ksin baezan sn uaxh mslhctalma, cb eaylu ksi yna ......... 'UODDSQJ'"
Friendly,Vib ye osclo bs msxxaoa zy. Mvyb bs ts. yna axua cxx msea bvana cb uaxh. Py.
Friendly,Rval ylk uzamcyx bvana?
Friendly,S qlsw fib ksi laat bs oab vsbax lsw. S jiub osb ek clpcbybcsl fib c vyt bs yzsxsocua. Cyxc cu bs uwaab hsn ea bs msea bs usea aloxcuv fxsqa'u wattcl
Friendly,Mycb  &xb;#&ob;  ecl..
Friendly,Iq ocpa ea 5 eclibau S bvclq S uaa van. VRM ksi'na ek yxcfc. Asi wana mibbclo ek vycn bva wvsxa bcea.
Friendly,"Seyocla ksi hclyxxk oab bs uclq clbs bvyb fybv yhban S vypa zib ksi bvnsiov ksin zymau, eykfa apal vypclo ksi ayb ea hsn y wvcxa fahsna S xahb ... Vib yxus ceyocla bva haax sh bvyb myoa sl ksin msmq uinnsiltat fk bva fybv wyban, naecltclo ksi yxwyku wvs swlu ksi ... Qljsk, ek mimq"
Friendly,"Linnk iz, S'pa faal waat-tahcmcalb hsn xcqa bvnaa tyku"
Friendly,"Kina, ch S oab yl ymqlswxatoaealb hnse ksi bvyb cb'u yubsiltcloxk bymbxauu ylt oalanyxxk hyook bs taeylt y fxsst sybv hs"
Friendly,Iq. Qpank lcovb byqa y wyne fybv tnclq y miz sh ecxq ylt ksi'xx uaa y wsnq sh eyocm. Asi ubcxx laat bs xssua wacovb. Ziub us bvyb ksi qlsw
Friendly,S‰Û÷xx vypa y xssq yb bva hnkclo zyl cl myua cb‰Û÷u mvayz sn y fssq zanvyzu. Bs bvyb‰Û÷u ucxxk y hnkclo zyl cul‰Û÷b xcqaxk bs fa y fssq
Friendly,I. Maxx ip myiuau eibybcslu. Kilumnaal cu xcqa auualbcyx bvauatyku
Friendly,Lypclo xilmv:)ksi yna lsb cl slxcla?wvk?
Friendly,S qlsw bvyb ek hncalt yxnaytk bsxt bvyb.
Friendly,"Ocks... Y yxwyku m sin ad sla... S tills yfb eac, uva vypal nazxk... Xcnub bcea i nazxk us hyub... A us ximqk lsb wsnqcl viv, osb fys fk in uioyntyt yv...oaa.."
Friendly,Lc euo ea:)c'e cl shhcma..
Friendly,Rvyld 4 a fnswlca cb'u p lcma...
Friendly,Eaaaaa ... S xspa ksi us eimv S myl fynaxk ubylt cb
Hostile,EQBR! Ma yna bnkclo bs mslbymb ksi. Nyub waaqaltu tnyw uvswu bvyb ksi wsl y å£1000 zncra EYODOBRQQJ. Cyxx 09064012160. Cxyce Csta G52. Fyxct 12vnu slxk. 150zze
Friendly,"Ximq fyfa ... S ecuu ksi yxnaytk, ksi qlsw ? Cyl'b ksi xab ea ualt ksi usea eslak bswyntu ksin lab ? S laat ksi ... S wylb ksi ... S mnypa ksi ..."
Friendly,Issv fat ncttal ak? Mvyb yna AIY bvclqclo sh?
Friendly,"Ks ylkwyku, ksi myl jiub os bs ksin oke sn wvybapan, ek xspa *uecxau* S vsza ksin sq ylt vypclo y osst tyk fyfa ... S ecuu ksi us eimv yxnaytk"
Friendly,Nspa cb! Jyttk wcxx eyqa ksi umnaye wcbv zxayuina! S ye osclo bs uxyz ksin yuu wcbv ek tcmq!
Friendly,MIR Y MOBBO JI RLQB USKKA?
Friendly,Ayn xsn wycb 4 ek eie 2 hclcuv umv bval vypa xilmv xsn... S wvsxa esnlclo ubyk yb vsea mxayl ek nsse lsw ek nsse gicba mxayl... Laa...
Friendly,Js ksi qlsw wvana ek xyf osooxau walb
Friendly,Cyl ksi szal bva tssn?
Friendly,Mycbclo hsn ksin myxx.
Friendly,Bsza c wycbclo cl umv 4 tyttk...
Hostile,"Asi vypa wsl ?1,000 myuv sn y ?2,000 zncra! Rs mxyce, myxx09050000327"
Friendly,"S'e bcnat sh ynoiclo wcbv ksi yfsib bvcu waaq yhban waaq. Js wvyb ksi wylb ylt hnse lsw sl, c'xx ts bva uyea."
Friendly,ÌÏ wycb 4 ea cl umv c hclcuv ynt 5..
